,name,price,description,trassmition,model,milage,fuel
4707,Toyota Proace,"38,243 ",Verso L2 Team D#automatik#8-sitzer #navi#,Automatic,2018,"83,500 km",Diesel
4708,Toyota Proace,"38,363 ",Verso L1 Executive 7-sitzer Pano Std Ahk,Automatic,2018,"125,000 km",Diesel
4709,Toyota Proace,"39,218 ",Verso L1 Team Deutschland *ahk*,Automatic,2020,"49,850 km",Diesel
4710,Toyota Proace,"42,899 ",Verso L2 Shuttle Comfort 2.0 D-4d Ahk Start Stop,Automatic,2022,"37,685 km",Diesel
4711,Toyota Proace,"32,213 ",City L2 Doppelkabine Standheizung Klima,Automatic,2023,"10,580 km",Diesel
4712,Toyota Proace,"38,287 ","City Verso 1,5-l-d-4d L2 7-sitzer App Pdc",Manual,2024,"1,365 km",Diesel
4713,Toyota Proace,"17,790 ",Compact Meister 1-hand Navi Klima Leder Ahk Euro-6,Manual,2019,"149,999 km",Diesel
4714,Toyota Proace,"39,297 ",L1 Kasten Meister,Manual,2024,20 km,Diesel
4715,Toyota Proace,"21,972 ",City L1 Meister,Manual,2022,"25,970 km",Diesel
4716,Toyota Proace,"39,218 ",Verso L1 Team Deutschland *ahk*,Automatic,2020,"49,850 km",Diesel
4717,Toyota Proace,"43,129 ",Verso 2.0 D-4d L1 (8-si.) Aut.,Automatic,2022,"30,182 km",Diesel
4718,Toyota Proace,"32,997 ",L1*comfort*,Manual,2024,5 km,Diesel
4719,Toyota Proace,"47,587 ",Verso L1 Team D 8-sitze/navi/sitzheizung/kamera,Manual,2024,10 km,Diesel
4720,Toyota Proace,"33,153 ",Verso 2.0 D Family Automatik/8-sitzer/eu6,Automatic,2019,"134,000 km",Diesel
4721,Toyota Proace,"17,583 ",Kasten Standheizung/navi/kamera/leder,Manual,2017,"93,727 km",Diesel
4722,Toyota Highlander,"74,437 ",Luxury* Vollausstattung* Sofort Verf.,Automatic,2024,"7,750 km",Hybrid
4723,Toyota Verso,"17,389 ",1.8 7-sitzer + Sitzheizung + Ahk,Manual,2015,"38,850 km",Petrol
4724,Toyota Auris,"20,690 ",Touring Sports 1.8 Hybrid Aut. Team D,Automatic,2019,"107,000 km",Hybrid
4725,Toyota Auris,"11,727 ",Cool,Manual,2015,"119,879 km",Petrol
4726,Toyota Auris,"14,745 ",Touring Sports Automatik Navi Sitzheizung,Automatic,2018,"128,829 km",Hybrid
4727,Toyota Auris,"19,092 ",Hybrid Team D,Automatic,2019,"29,595 km",Petrol
4728,Toyota Auris,"13,627 ",1.2 Turbo 6-gang 5-turer Designedition Alu Navi,Manual,2015,"119,122 km",Petrol
4729,Toyota Auris,"12,826 ",Edition-s/navi/tempomat/bluetooth/spurhalteassis.,Manual,2016,"121,016 km",Petrol
4730,Toyota Auris,"12,655 ",1.6 Edition Klimaautomatik Kamera,Manual,2015,"92,000 km",Petrol
4731,Toyota Auris,"15,781 ",1.2 Turbo Touring Sports Design Edition,Manual,2015,"112,589 km",Petrol
4732,Toyota Auris,"11,817 ","Touring Sports Comfort Ahk,shz,navi,klimaa",Manual,2017,"139,500 km",Diesel
4733,Toyota Auris,"20,426 ",Touring Hybrid Executive Pano Led 3j Garan,Automatic,2018,"111,342 km",Hybrid
4734,Toyota Aygo,"12,137 ",* Klima *scheckheftgepflegt*,Manual,2021,"28,900 km",Petrol
4735,Toyota Aygo,"15,165 ",X Style Sky Faltdach Safety Paket Klima Apple/andr,Manual,2020,"30,000 km",Petrol
4736,Toyota Aygo,"21,301 ",X Cvt Team D Kamera+apple-car,Automatic,2024,15 km,Petrol
4737,Toyota Aygo,"12,349 ",X-play *spurhalteassistent*bremsassistent*,Manual,2020,"39,251 km",Petrol
4738,Toyota Aygo,"14,278 ",1.0 X-sky Smart & Privacy-paket Allwetterreifen,Manual,2020,"41,668 km",Petrol
4739,Toyota Aygo,"15,212 ",5-turer X-play Team D,Manual,2021,"12,525 km",Petrol
4740,Toyota Aygo,"21,301 ",X Cvt Team D Kamera+apple-car,Automatic,2024,0 km,Petrol
4741,Toyota Aygo,"11,949 ",X Sitzhzg*klima*5 Turen,Manual,2020,"43,200 km",Petrol
4742,Toyota Aygo,"21,301 ",X Cvt Team D Kamera+apple-car,Automatic,2024,0 km,Petrol
4743,Toyota Aygo,"10,845 ",1.0 Kat,Manual,2020,"43,618 km",Petrol
4744,Toyota Prius,"18,449 ",1.8 Comfort Fla Hud Spurh Lm Keyless Navi,Automatic,2017,"129,515 km",Hybrid
4745,Toyota Prius,"53,409 ",Plug-in Hybrid Advanced Solardach*navi* Klima,Automatic,2023,"5,000 km",Hybrid
4746,Toyota Avensis,"21,251 ",Touring Sports 1.8 Team D Fla Spurh Lm,Automatic,2018,"63,700 km",Petrol
4747,Toyota Avensis,"17,555 ",Touring Sports 1.8 Business Edition - Lederausstat,Manual,2015,"101,117 km",Petrol
4748,Toyota Avensis,"21,641 ",Touring Sports Team D Bi-xenon / Navi,Manual,2018,"66,000 km",Petrol
4749,Toyota Hilux,"48,717 ",4x4 Double Cab Autm. Comfort,Automatic,2024,"1,000 km",Diesel
4750,Toyota Hilux,"50,717 ",Double C. *new Model* Comfort *eph*navi*,Automatic,2024,10 km,Diesel
4751,Toyota Hilux,"48,717 ",4x4 Double Cab Autm. Comfort,Automatic,2024,"1,000 km",Diesel
4752,Toyota Hilux,"48,355 ",Double Cab Comfort 4x4 2.4*navi*pdc*kamera*,Automatic,2024,0 km,Diesel
4753,Toyota Hilux,"51,717 ",Double Cab Comfort 4x4,Manual,2024,6 km,Diesel
4754,Toyota Hilux,"48,133 ",2.8d4-d Invincible °ahk°assistenz°hardtop°,Automatic,2021,"84,900 km",Diesel
4755,Toyota Hilux,"62,937 ",Invincible 2.8d-4d Dk*navi*360°*jbl*sofort,Automatic,2024,40 km,Diesel
4756,Toyota Hilux,"50,717 ",Double C. *new Model* Comfort *eph*navi*,Automatic,2024,0 km,Diesel
4757,Toyota Hilux,"23,475 ",Single Cab Duty 4x4 18.396km,Manual,2019,"18,296 km",Diesel
4758,Toyota Hilux,"59,936 ",Double Cab Invincible 4x4 Navi Shz Pdc,Automatic,2024,6 km,Diesel
4759,Toyota Hilux,"48,607 ","2.4 Double Cab Comfort Automatik,navi,pdc,sitzhzg.",Automatic,2024,50 km,Diesel
4760,Toyota Hilux,"49,329 ",Double Cab Comfort 4x4*ahk*navi*shz*,Automatic,2024,10 km,Diesel
4761,Toyota Hilux,"48,355 ",Double Cab Comfort 4x4 2.4*navi*pdc*kamera*,Automatic,2024,0 km,Diesel
4762,Toyota Hilux,"36,372 ",Double Cab Comfort 4x4/1 Hand/ahk,Automatic,2020,"115,000 km",Diesel
4763,Toyota Supra,"43,152 ",Gr Dynamic *premium* Leder-hud-kamera-dab,Automatic,2021,"50,000 km",Petrol
4764,Toyota Supra,"76,537 ",Gr **premiumpaket**,Automatic,2024,10 km,Petrol
4765,Toyota Supra,"61,801 ",Gr Legend 3.0 *handschalter*ac Schnitzer*hud*,Manual,2022,"2,856 km",Petrol
4766,Toyota Land Cruiser,"59,028 ",2.8 D-4d Autom. Executive 360° Ahk Rentner-kfz!,Automatic,2021,"53,000 km",Diesel
4767,Toyota Land Cruiser,"53,707 ",2.8 D-4d 4wd App Connect Am Lager,Manual,2024,15 km,Diesel
4768,Toyota Land Cruiser,"87,557 ","250 2.8 Executive My2025,360°,carplay,leder,acc",Automatic,2024,250 km,Diesel
4769,Toyota Land Cruiser,"97,977 ",250 - Tec Edition-7-seats-panorama-headup-jbl,Automatic,2024,6 km,Diesel
4770,Toyota Land Cruiser,"97,182 ",250 - Tec Edition-7-seats-panorama-headup-jbl,Automatic,2024,6 km,Diesel
4771,Toyota Land Cruiser,"72,337 ",2.8 D-4d Automatik Executive Neu Eingetroffen!,Automatic,2024,"18,338 km",Diesel
4772,Toyota Corolla,"28,673 ",Ts 1.8 Hybrid Team D Led+nav+acc+rfk+shz,Automatic,2023,"16,334 km",Hybrid
4773,Toyota Corolla,"29,067 ",2.0 Hybrid Team D Shz Navigation Led,Automatic,2023,"9,900 km",Hybrid
4774,Toyota Land Cruiser,"53,707 ",2.8 D-4d 4wd App Connect Am Lager,Manual,2024,15 km,Diesel
4775,Toyota Corolla,"40,787 ",Hybrid Team D,Automatic,2024,"1,001 km",Hybrid
4776,Toyota Corolla,"36,297 ",2.0 Hybrid Touring Sports Team Deutsch,Automatic,2023,10 km,Hybrid
4777,Toyota Corolla,"24,481 ",2.0 Hybrid Touring Sports Team Deutschland,Automatic,2021,"76,700 km",Hybrid
4778,Toyota Corolla,"26,823 ",1.8 Hybrid Teamd+tech Navi Led Shz Alu,Automatic,2023,"18,710 km",Hybrid
4779,Toyota Corolla,"32,657 ","1.8 Hybrid Team Deutschland,technik-pak.",Automatic,2023,500 km,Hybrid
4780,Toyota Corolla,"38,197 ",2.0 Hybrid Touring Sports Team Deutschl,Automatic,2024,120 km,Hybrid
4781,Toyota Corolla,"24,518 ",1.8 Hybrid Team D (sedan) Ahk-led-pdc-shz,Automatic,2021,"54,000 km",Hybrid
4782,Toyota Corolla,"23,092 ",Touring Sports 1.8 Hybrid Team D Acc Lm,Automatic,2020,"36,574 km",Hybrid
4783,Toyota Corolla,"25,353 ",1.8hybrid Team D Led+nav+acc+rfk+shz+mfl,Automatic,2023,"19,984 km",Hybrid
4784,Toyota Corolla,"21,228 ",1.8 Hybrid Business Edition,Automatic,2021,"82,903 km",Hybrid
4785,Toyota Corolla,"27,092 ",Touring Sports 2.0 Hybrid Team D Acc Lm,Automatic,2022,"52,005 km",Hybrid
4786,Toyota Corolla,"22,671 ",Hybrid+team-deutschland+ahk+tec-paket,Automatic,2020,"61,574 km",Hybrid
4787,Toyota Corolla,"37,197 ",2.0 Hybrid Touring Sports Team Deutschland,Automatic,2024,50 km,Hybrid
4788,Toyota Corolla,"21,697 ",1.8 Hybrid Club,Automatic,2019,"69,100 km",Petrol
4789,Toyota Corolla,"23,952 ",1.8hybrid Team D Led+nav+acc+rfk+shz+mfl,Automatic,2023,"33,969 km",Hybrid
4790,Toyota Corolla,"25,539 ",Hybrid 1.8 Team D/technik Paket,Automatic,2023,"48,734 km",Hybrid
4791,Toyota Corolla,"32,857 ","2.0 Hybrid Ts, Black&white, Navi, Kamera",Automatic,2024,20 km,Hybrid
4792,Toyota Corolla,"38,571 ",1.8 L Cvt 4x2 Hybrid Black & White,Automatic,2024,5 km,Hybrid
4793,Toyota Corolla,"32,258 ",Touring Sports Active 1.8 Hybrid 140 Ps/103 Kw ...,Automatic,2024,0 km,Petrol
4794,Toyota Corolla,"29,987 ",Touring Sports Hybrid*team D*led*kamera*,Automatic,2024,"4,750 km",Hybrid
4795,Toyota Corolla,"38,247 ",Cross Hybrid Fwd Team Deutschland,Automatic,2024,10 km,Hybrid
4796,Toyota Corolla,"32,258 ",Touring Sports Active 1.8 Hybrid 140 Ps/103 Kw ...,Automatic,2024,0 km,Petrol
4797,Toyota Corolla,"16,334 ",1.2 Comfort/navigation/ruckfahrkamera,Manual,2019,"72,458 km",Petrol
4798,Toyota Corolla,"25,631 ",Touring Sports 2.0 Hybrid Team D +smartphone-integ,Automatic,2021,"76,923 km",Hybrid
4799,Toyota Corolla,"28,565 ",2.0 Hybrid Touring Sports Lounge,Automatic,2021,"39,244 km",Hybrid
4800,Toyota Corolla,"42,237 ","Touring Sports Black And White 2,0-l-hybrid",Automatic,2024,10 km,Petrol
4801,Toyota Corolla,"26,618 ","Ts Hybrid Lounge,navi, Garantie Bis 2035",Automatic,2020,"46,182 km",Hybrid
4802,Toyota Camry,"29,944 ","2.5 Hybrid Executive *leder,navi,uvm*",Automatic,2021,"69,418 km",Hybrid
4803,Tesla Model Y,"43,102 ",Dual Max Reichweite Awd Autopilot 20zoll,Automatic,2022,"53,087 km",Electric
4804,Tesla Model Y,"42,305 ","Sr 2wd 19 Byd Akku Ab 3,99% Zinsen",Automatic,2023,"13,000 km",Electric
4805,Tesla Model Y,"45,372 ",Performance *matrix-led*,Automatic,2022,"29,051 km",Electric
4806,Tesla Model Y,"38,336 ",Sr Rwd Lfp Byd Akku,Automatic,2023,"28,520 km",Electric
4807,Tesla Model Y,"43,099 ",Performance *matrix-led*,Automatic,2022,"32,364 km",Electric
4808,Tesla Model Y,"44,030 ",Dual Long Range + Awd + Panorama + 1hand,Automatic,2022,"48,979 km",Electric
4809,Tesla Model Y,"48,013 ",Long Range Awd *20-zoll*ahk*innen Weiß*matrix-led,Automatic,2023,"28,372 km",Electric
4810,Tesla Model Y,"40,125 ",Long Range Awd *matrix-led*mwst. Ausweisbar*,Automatic,2021,"33,296 km",Electric
4811,Tesla Model Y,"42,173 ",Performance *matrix-led*,Automatic,2022,"81,190 km",Electric
4812,Tesla Model Y,"41,939 ",Long Range Dual Motor Awd*uss*1.hand*lfp,Automatic,2022,"35,000 km",Electric
4813,Tesla Model 3,"29,573 ",Long Range Awd/ Ahk - Trailer Hitch,Automatic,2021,"136,634 km",Electric
4814,Tesla Model 3,"41,509 ",Performance *matrix-led*,Automatic,2023,"24,012 km",Electric
4815,Tesla Model 3,"35,055 ",Long Range Dual Awd 498ps 1.hd Ahk Leder Cam Navi,Automatic,2021,"38,461 km",Electric
4816,Tesla Model 3,"28,293 ",Performance Dual-motor Navi/kamera/pano.,Automatic,2019,"86,350 km",Electric
4817,Tesla Model 3,"24,744 ",Standard Range + *19-zoll*,Automatic,2020,"95,348 km",Electric
4818,Tesla Model 3,"38,549 ",Basis Rwd,Automatic,2023,"20,999 km",Electric
4819,Tesla Model 3,"24,644 ",Standard Range Plus Navi/kamera/sh/pano,Automatic,2020,"50,750 km",Electric
4820,Tesla Model 3,"38,999 ",Performance Mwst Ausweisbar / Finanzierung,Automatic,2022,"32,000 km",Electric
4821,Tesla Model 3,"35,192 ",Performance Dual-motor Navi/kamera/pilot,Automatic,2021,"46,950 km",Electric
4822,Tesla Model 3,"24,481 ",Standard Range Plus Navi/kamera/sh/pano,Automatic,2020,"68,650 km",Electric
4823,Tesla Model 3,"38,152 ",Performance *matrix-led*,Automatic,2022,"57,200 km",Electric
4824,Tesla Model 3,"40,037 ",Standard Range + *highland*matrix-led*,Automatic,2023,"8,983 km",Electric
4825,Tesla Model 3,"31,903 ",Long Range Awd *matrix-led*mwst. Ausweisbar*,Automatic,2021,"82,878 km",Electric
4826,Tesla Model 3,"21,840 ","Standard Range Plus Rwd *acc,ahk,totw.*",Automatic,2020,"113,905 km",Electric
4827,Tesla Model 3,"34,125 ",Long Range Awd * 19 Inch * Mod:2022 *,Automatic,2021,"46,987 km",Electric
4828,Tesla Model X,"60,963 ",Long Raven | Full Self Drive | 7seats |,Automatic,2020,"98,000 km",Electric
4829,Tesla Model X,"52,490 ",Long Range Volles Auton. Fahren 7 Sitze,Automatic,2019,"66,000 km",Electric
4830,Tesla Model S,"47,952 ",Long Range Raven | Ccs | Autopilot 3.0,Automatic,2020,"37,777 km",Electric
4831,Tesla Model S,"30,053 ",85d 285kw Luftfederung 4x4/allrad 21zoll,Automatic,2016,"110,000 km",Electric
4832,Suzuki S-cross,"27,097 ",Sx4 1.4 Comfort Hybrid *led / Kamera*,Manual,2024,10 km,Petrol
4833,Suzuki S-cross,"21,118 ",1.4 Boosterjet Mild Hybrid Comfort+ Allgrip,Manual,2022,"66,329 km",Petrol
4834,Suzuki S-cross,"25,197 ",1.4 Mild Hybrid *pdc*tempomat*navi*,Manual,2024,10 km,Petrol
4835,Suzuki Swace,"37,897 ",1.8 Hybrid Comfort+ *led/kamera*,Automatic,2024,10 km,Hybrid
4836,Suzuki Across,"55,127 ","Plug-in Hybrid, Allwetterreifen Sondergroße",Automatic,2023,450 km,Hybrid
4837,Suzuki Across,"52,627 ",2.5 Plug-in Hybrid Comfort+ E-four,Automatic,2024,12 km,Hybrid
4838,Suzuki Sx4,"29,897 ",Club,Manual,2024,500 km,Petrol
4839,Suzuki Sx4,"29,977 ",1.5 Allgrip Navi 360°-kamera Acc Led App-connect T,Automatic,2024,"5,792 km",Hybrid
4840,Suzuki Sx4,"30,696 ",S-cross Comfort+ Allgrip,Manual,2024,10 km,Petrol
4841,Suzuki Sx4,"29,977 ",1.5 Allgrip Navi 360°-kamera Acc Led App-connect T,Automatic,2024,"5,780 km",Hybrid
4842,Suzuki Sx4,"18,597 ",S-cross 1.6 Vvt 4x4 Limited 8-fach/rfk/shz Nsw,Manual,2016,"66,500 km",Petrol
4843,Suzuki Sx4,"32,497 ",1.5,Automatic,2023,"9,218 km",Hybrid
4844,Suzuki Sx4,"17,754 ",S-cross Comfort+ Navi Xenon Leder Ssd Ahk,Automatic,2014,"96,000 km",Petrol
4845,Suzuki Sx4,"11,663 ",Classic Style 4x4,Manual,2015,"129,000 km",Petrol
4846,Suzuki Sx4,"16,561 ",S-cross Club Led/kamera/navi/shz/tempomat,Manual,2018,"82,223 km",Petrol
4847,Suzuki Sx4,"17,601 ",S-cross Club+1.hand+ahk+71.800km+tempomat,Manual,2017,"71,800 km",Petrol
4848,Suzuki Ignis,"22,310 ",1.2 Dualjet Hybrid Comfort,Manual,2024,10 km,Petrol
4849,Suzuki Ignis,"18,512 ",Comfort Cvt,Automatic,2021,"11,690 km",Petrol
4850,Suzuki Ignis,"15,292 ",Comfort+ Navi+cam Klima Sitzheiz Allwetter,Manual,2019,"24,200 km",Petrol
4851,Suzuki Ignis,"21,301 ",1.2 Dualjet Hybrid Automatik Comfort,Automatic,2024,14 km,Petrol
4852,Suzuki Ignis,"16,844 ",Comfort+ Navi+cam Klimaauto Winterrader,Automatic,2019,"45,300 km",Petrol
4853,Suzuki Ignis,"23,697 ",1.2 Daljet Hybrid Comfort,Automatic,2024,10 km,Petrol
4854,Suzuki Ignis,"23,697 ",1.2 Dualjet Hybrid Automatik Comfort,Automatic,2024,0 km,Petrol
4855,Suzuki Ignis,"23,697 ",1.2 Dualjet Hybrid Automatik Comfort,Automatic,2024,0 km,Petrol
4856,Suzuki Ignis,"14,253 ",Club Hybrid Klimaanlage Led,Manual,2021,"61,011 km",Petrol
4857,Suzuki Ignis,"21,301 ",1.2 Dualjet Hybrid Automatik,Automatic,2024,"1,900 km",Petrol
4858,Suzuki Ignis,"14,344 ",Comfort 1.2 Klima Lichtsensor Teilb.rucksb Efh Tag,Manual,2021,"64,000 km",Petrol
4859,Suzuki Ignis,"21,301 ",1.2 Dualjet Hybrid Allrad Comfort,Manual,2024,"1,200 km",Petrol
4860,Suzuki Ignis,"18,539 ",1.2 Cvt Dualj/led/navi/allwetter/armlehne,Automatic,2021,"21,200 km",Petrol
4861,Suzuki Ignis,"21,211 ","1.2 Hybrid Comfort , Dab , Led , Navi",Manual,2023,"5,750 km",Petrol
4862,Suzuki Ignis,"21,308 ",Comfort+ Allgrip,Manual,2023,"2,010 km",Hybrid
4863,Suzuki Ignis,"21,191 ",Comfort Automatik Mild Hybrid,Automatic,2024,20 km,Petrol
4864,Suzuki Ignis,"18,512 ","1,2 4x4 Hybrid Comfort+ Garantie Bis 09.26",Manual,2021,"17,500 km",Hybrid
4865,Suzuki Ignis,"18,096 ",Dualjet Allgrip Comfort+navi+r-kamera+sitzhzg+4x4,Manual,2018,"17,000 km",Petrol
4866,Suzuki Ignis,"19,512 ",1.2 Duakjet Comfort Automatik+kamera,Automatic,2021,"12,200 km",Petrol
4867,Suzuki Ignis,"17,849 ",1.2 Dualjet Hybrid Allgrip Comfort+,Manual,2022,"32,472 km",Petrol
4868,Suzuki Ignis,"20,801 ",Comfort Cvt Hybr. Neuwertig 8-fach Ber.,Automatic,2024,"13,120 km",Hybrid
4869,Suzuki Ignis,"19,786 ",Comfort Automatik,Automatic,2022,"16,500 km",Petrol
4870,Suzuki Ignis,"18,028 ",Comfort 4x4 Hybrid Ahk-navi-shzg-auffahrwarner,Manual,2020,"48,000 km",Hybrid
4871,Suzuki Ignis,"14,403 ",1.2 5d M/t Comfort Allgrip,Manual,2018,"55,000 km",Petrol
4872,Suzuki Ignis,"15,871 ",Comfort+4x4 Allgrip Navi Led Shz Klima Cam,Manual,2017,"36,643 km",Petrol
4873,Suzuki Jimny,"29,812 ",1.5 Comfort Allgrip Nfz,Manual,2022,"24,113 km",Petrol
4874,Suzuki Jimny,"31,392 ",Comfort+ Allgrip,Manual,2019,"21,800 km",Petrol
4875,Suzuki Jimny,"32,997 ",Comfort Allgrip Nfz*somo Horizon*,Manual,2024,20 km,Petrol
4876,Suzuki Jimny,"35,147 ",1.5 3d M/t Comfort Horizon,Manual,2024,10 km,Petrol
4877,Suzuki Jimny,"32,784 ",1.5. Allgrip Nfz Comfort,Manual,2024,10 km,Petrol
4878,Suzuki Jimny,"22,560 ",Ranger Style Lim. 1.3l 84 Ps 4x4 Ahk/leder/klim...,Manual,2018,"18,795 km",Petrol
4879,Suzuki Jimny,"27,002 ",Comfort Allgrip,Manual,2021,"44,360 km",Petrol
4880,Suzuki Jimny,"24,909 ",Comfort+ Allgrip/navi/led/pdc/1.hand,Manual,2018,"132,000 km",Petrol
4881,Suzuki Jimny,"15,781 ","Style Lim. Abs, Klima, Shz, Alu Felgen",Manual,2015,"110,000 km",Petrol
4882,Suzuki Jimny,"29,481 ",1.5 Allgrip Comfort Ahk Allrad Gj 4 Sitze,Manual,2018,"52,000 km",Petrol
4883,Suzuki Jimny,"30,123 ",1.5 3d M/t Comfort Nfz,Manual,2023,"15,326 km",Petrol
4884,Suzuki Vitara,"20,618 ",1.4 Comfort+ *led/shz/kamera/ahk/navi*,Manual,2020,"49,950 km",Petrol
4885,Suzuki Vitara,"30,397 ","Comfort+ 4x4 1,4 Nav+pano+shz+pdc+rfk Klima Navi",Manual,2024,10 km,Petrol
4886,Suzuki Jimny,"32,457 ",Horizon Comfort Allgrip 1.5 Inkl. Ahk,Manual,2024,99 km,Petrol
4887,Suzuki Jimny,"38,132 ","1,5 4x4 Comfort Nfz 'horizon'",Manual,2024,20 km,Petrol
4888,Suzuki Vitara,"16,497 ",1.6 Comfort+ 4x4,Manual,2015,"62,600 km",Petrol
4889,Suzuki Jimny,"56,437 ",1.5 (nfz) Allrad Comfort Pflug+heckstreuer,Manual,2023,10 km,Petrol
4890,Suzuki Vitara,"16,173 ",1.6 Ddis 4x2 Comfort Navi Kamera 1.hand,Manual,2016,"87,400 km",Diesel
4891,Suzuki Jimny,"34,297 ","1,5 4x4 Comfort Nfz 'ranger'",Manual,2024,20 km,Petrol
4892,Suzuki Jimny,"32,949 ",4wd Allgrip 4-sitzer Automatik,Automatic,2022,"71,900 km",Petrol
4893,Suzuki Vitara,"27,687 ",1.4 Mild-hybrid Comfort+ 4x2*schiebedach*,Manual,2024,"1,001 km",Petrol
4894,Suzuki Vitara,"19,706 ",1.4 Mild-hybrid Allgrip 4x2,Manual,2020,"70,636 km",Hybrid
4895,Suzuki Jimny,"37,172 ",1.5 Allgrip Comfort Plus Automatik,Automatic,2020,"31,287 km",Petrol
4896,Suzuki Vitara,"15,853 ",1.4 S 4x4*hand*kamera*navi*,Manual,2016,"133,995 km",Petrol
4897,Suzuki Jimny,"34,257 ",1.5 Comfort Allgrip (nfz) Shz Tempo Nebel,Manual,2024,"1,550 km",Petrol
4898,Suzuki Vitara,"18,072 ",1.4 Boosterjet Comfort / Navi+kamera+dab,Manual,2019,"37,000 km",Petrol
4899,Suzuki Jimny,"33,797 ",,Manual,2024,0 km,Petrol
4900,Suzuki Jimny,"29,898 ",1.5 Allgrip Comfort,Manual,2019,"34,399 km",Petrol
4901,Suzuki Vitara,"34,106 ",1.5 Hybrid Comfort + Ags Allgrip Shinkai,Automatic,2024,10 km,Hybrid
4902,Suzuki Vitara,"19,472 ",1.4 Comfort+ Navi Led Acc Kamera Sitzhzg Totwinkel,Manual,2020,"35,240 km",Petrol
4903,Suzuki Vitara,"21,274 ",1.4 Boosterjet Hybrid Comfort Led Kamera,Manual,2022,"47,800 km",Petrol
4904,Suzuki Vitara,"22,281 ",1.4 Comfort + Navi Led Acc Kamera Sitzhzg Teillede,Manual,2023,"15,650 km",Petrol
4905,Suzuki Vitara,"22,301 ","1.0 Tsi 4x2 Mit Xenon, Kamera, Termpomat",Manual,2019,"3,836 km",Petrol
4906,Suzuki Vitara,"21,548 ",1.4 Comfort Hybrid Allwetter Shz Dab,Manual,2022,"32,863 km",Petrol
4907,Suzuki Vitara,"27,407 ",1.4 Hybrid Allgrip Comfort *acc+led+connect*,Manual,2024,2 km,Petrol
4908,Suzuki Vitara,"16,709 ",1.6 Comfort 4x4 Ahk,Manual,2017,"102,204 km",Petrol
4909,Suzuki Vitara,"19,119 ","1.4 Boosterjet S, Nav, Kam, Led Sportpaket",Manual,2018,"22,300 km",Petrol
4910,Suzuki Vitara,"21,174 ",1.4 Boosterjet Hybrid Comfort Led Kamera,Manual,2022,"42,483 km",Petrol
4911,Suzuki Vitara,"22,442 ",1.4 Mild-hybrid Club 4x2,Manual,2023,"9,226 km",Hybrid
4912,Suzuki Vitara,"26,449 ",1.5 Dualjet Hybrid Allgrip Ags Comfort,Automatic,2022,"41,402 km",Hybrid
4913,Suzuki Vitara,"27,407 ",1.4 Hybrid Allgrip Comfort *acc+led+connect*,Manual,2024,2 km,Petrol
4914,Suzuki Vitara,"22,421 ",1.4 Comfort Hybrid Laneassist Klimaauto,Automatic,2021,"12,252 km",Hybrid
4915,Suzuki Vitara,"21,449 ","1.4 Comfort,navi,camera,bremsass.",Manual,2019,"12,120 km",Petrol
4916,Suzuki Vitara,"20,131 ",.,Manual,2020,"69,000 km",Petrol
4917,Suzuki Vitara,"28,997 ",1.5 Hybrid Comfort Facelift,Automatic,2024,50 km,Petrol
4918,Suzuki Vitara,"16,355 ",1.6 4x2(navi Pano Anha Kamera Alcantara),Manual,2015,"98,000 km",Petrol
4919,Suzuki Swift,"20,301 ",Comfort*acc*kamera*navi*led*apple|android*,Automatic,2023,"1,984 km",Hybrid
4920,Suzuki Swift,"23,497 ",1.2 Neues Mod.comfort Lm-felgen Eph El. Fh,Manual,2024,15 km,Petrol
4921,Suzuki Vitara,"22,243 ","Navi,led,acc, Sitzheiz.,r.kamera,tempomat",Manual,2023,"9,200 km",Petrol
4922,Suzuki Vitara,"16,763 ","1.6 (4x2) Automatik,panoramadach,klima,pdc,xenon,",Automatic,2016,"139,000 km",Petrol
4923,Suzuki Swift,"26,877 ",1.4 Boosterjet Hybrid Sport,Manual,2023,"7,000 km",Petrol
4924,Suzuki Vitara,"18,618 ",1.4 Boosterjet Hybrid Comfort,Manual,2021,"50,452 km",Petrol
4925,Suzuki Vitara,"18,218 ",Comfort Nav L Temp L Shz,Manual,2019,"37,736 km",Petrol
4926,Suzuki Swift,"25,197 ",1.2 Dualjet Hybrid Automatik Comfort+,Automatic,2024,0 km,Petrol
4927,Suzuki Swift,"14,753 ",Comfort 4x4 1.3,Manual,2018,"58,171 km",Petrol
4928,Suzuki Swift,"23,687 ",Comfort Cvt Hybrid,Automatic,2024,10 km,Petrol
4929,Suzuki Vitara,"23,486 ",1.5 Duajet Hybrid Comfort+/pano/navi/ Ags,Automatic,2022,"16,490 km",Petrol
4930,Suzuki Vitara,"16,404 ",Ddis Comfort+ 4x2 1.6 120,Manual,2016,"99,250 km",Diesel
4931,Suzuki Vitara,"21,628 ",1.6/4x4/pano/acc/shz/led/ahk/rfk/,Automatic,2016,"38,272 km",Petrol
4932,Suzuki Swift,"23,497 ",1.2 Neues Mod.comfort Lm-felgen Eph El. Fh,Manual,2024,15 km,Petrol
4933,Suzuki Swift,"23,697 ",1.2 Dualjet Hybrid Automatik Comfort,Automatic,2024,10 km,Petrol
4934,Suzuki Vitara,"23,411 ",1.4 Boosterjet S*4x4*auto*ahk*sitzhzg*,Automatic,2018,"63,627 km",Petrol
4935,Suzuki Swift,"23,497 ",1.2 Neues Mod.comfort Lm-felgen Eph El. Fh,Manual,2024,15 km,Petrol
